jct,workloads,scheduler
1.1625000003000001,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.0128556340545798,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.035,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0149956428965936,Terasort,YARN
1.1625000003000001,Terasort,Toposch-n
1.035,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.0050000003000001,Terasort,YARN
1.1625000003000001,Terasort,Toposch-n
1.0120404464597104,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.054107852675174,Terasort,YARN
1.1625000003000001,Terasort,Toposch-n
1.035,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.035,Terasort,YARN
1.1475,Terasort,Toposch-n
1.013473483903371,Terasort,YARN
1.1625000003000001,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.0125,Terasort,YARN
1.125,Terasort,Toposch-n
1.0050000003000001,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.035,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.0821998604143965,Terasort,YARN
1.1475,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1475,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.1700000000000002,Terasort,Toposch-n
1.0100858185879973,Terasort,YARN
1.1700000000000002,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0125,Terasort,YARN
1.125,Terasort,Toposch-n
1.035,Terasort,YARN
1.1475,Terasort,Toposch-n
1.0116586968877392,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1475,Terasort,Toposch-n
1.035,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.125,Terasort,Toposch-n
1.014576854477315,Terasort,YARN
1.125,Terasort,Toposch-n
1.0050000003000001,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.035,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.125,Terasort,Toposch-n
1.035,Terasort,YARN
1.1324999997,Terasort,Toposch-n
1.0199999997,Terasort,YARN
1.125,Terasort,Toposch-n
1.0050000003000001,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.0308593722578212,Terasort,YARN
1.1475,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1700000000000002,Terasort,Toposch-n
1.0125,Terasort,YARN
1.125,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.04326048784803,Terasort,YARN
1.1549999997,Terasort,Toposch-n
1.0125,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1400000003,Terasort,Toposch-n
1.0050000003000001,Terasort,YARN
1.1475,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0275000003,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.035,Terasort,YARN
1.1475,Terasort,Toposch-n
1.035,Terasort,YARN
1.1774999997,Terasort,Toposch-n
1.0424999997000002,Terasort,YARN
1.2075000003,Terasort,Toposch-n
1.0575,Terasort,YARN
1.2075000003,Terasort,Toposch-n
1.0424999997000002,Terasort,YARN
1.1850000003,Terasort,Toposch-n
1.233805302,Terasort,Quasar
1.1717503065000001,Terasort,Quasar
1.246099977,Terasort,Quasar
1.2657788397000003,Terasort,Quasar
1.2613912109999998,Terasort,Quasar
1.2805874847,Terasort,Quasar
1.2996240894,Terasort,Quasar
1.3289946345,Terasort,Quasar
1.2761358246,Terasort,Quasar
1.289721087,Terasort,Quasar
1.312105455,Terasort,Quasar
1.2976901757000001,Terasort,Quasar
1.3083414443999999,Terasort,Quasar
1.2697318404,Terasort,Quasar
1.283694273,Terasort,Quasar
1.2845200140000002,Terasort,Quasar
1.2624332697000002,Terasort,Quasar
1.2914416368000001,Terasort,Quasar
1.3213757871,Terasort,Quasar
1.3263721353,Terasort,Quasar
1.2618603261,Terasort,Quasar
1.2855901041000002,Terasort,Quasar
1.2921783119999999,Terasort,Quasar
1.3148023752000002,Terasort,Quasar
1.3006943271,Terasort,Quasar
1.3261350852000002,Terasort,Quasar
1.3132826118,Terasort,Quasar
1.2946568427000003,Terasort,Quasar
1.3076881416000001,Terasort,Quasar
1.2840207192000002,Terasort,Quasar
1.297531008,Terasort,Quasar
1.299830868,Terasort,Quasar
1.2846216078,Terasort,Quasar
1.3050002772000002,Terasort,Quasar
1.3110620112,Terasort,Quasar
1.3121297288999998,Terasort,Quasar
1.3148533611000002,Terasort,Quasar
1.2905266977,Terasort,Quasar
1.3255267266000001,Terasort,Quasar
1.2764116584,Terasort,Quasar
1.3273875837000002,Terasort,Quasar
1.2741096015,Terasort,Quasar
1.2899791341,Terasort,Quasar
1.3249142982,Terasort,Quasar
1.3287350799,Terasort,Quasar
1.3289674995,Terasort,Quasar
1.2939248205,Terasort,Quasar
1.2980487051,Terasort,Quasar
1.3209797304,Terasort,Quasar
1.2782392335000001,Terasort,Quasar
1.2804161256,Terasort,Quasar
1.294762329,Terasort,Quasar
1.3391098317,Terasort,Quasar
1.3161737079,Terasort,Quasar
1.3217883876,Terasort,Quasar
1.3228125336,Terasort,Quasar
1.2849146037,Terasort,Quasar
1.27463328,Terasort,Quasar
1.3179803985,Terasort,Quasar
1.2949096716000001,Terasort,Quasar
1.2871455822000002,Terasort,Quasar
1.3258713510000002,Terasort,Quasar
1.2819455127000001,Terasort,Quasar
1.3238208576,Terasort,Quasar
1.2736018179000002,Terasort,Quasar
1.3126388715000001,Terasort,Quasar
1.3010488659,Terasort,Quasar
1.2777142662,Terasort,Quasar
1.2901544514,Terasort,Quasar
1.3182135632999998,Terasort,Quasar
1.2821825232000001,Terasort,Quasar
1.2803989644,Terasort,Quasar
1.3023098063999998,Terasort,Quasar
1.3329069552000001,Terasort,Quasar
1.3352519826,Terasort,Quasar
1.27308096,Terasort,Quasar
1.3062374145,Terasort,Quasar
1.2818350629,Terasort,Quasar
1.3210834617,Terasort,Quasar
1.2967547805,Terasort,Quasar
1.2842774451,Terasort,Quasar
1.3119161238,Terasort,Quasar
1.3118632848,Terasort,Quasar
1.3282423758,Terasort,Quasar
1.3185357669,Terasort,Quasar
1.2892646448,Terasort,Quasar
1.3110216533999999,Terasort,Quasar
1.2674983131,Terasort,Quasar
1.3280704254,Terasort,Quasar
1.2671109891,Terasort,Quasar
1.2670794927000002,Terasort,Quasar
1.3058860986000003,Terasort,Quasar
1.2909856914,Terasort,Quasar
1.2725658864,Terasort,Quasar
1.3262728689,Terasort,Quasar
1.2929410602000002,Terasort,Quasar
1.3172374332,Terasort,Quasar
1.3556120859,Terasort,Quasar
1.3603199859,Terasort,Quasar
1.3472424027,Terasort,Quasar
1.0110131749643818,Terasort,ROSE
1.0315155817499977,Terasort,ROSE
1.0173301434,Terasort,ROSE
1.0136084824023421,Terasort,ROSE
1.025029848886776,Terasort,ROSE
1.0517335191000001,Terasort,ROSE
1.0397643417,Terasort,ROSE
1.0635416874,Terasort,ROSE
1.077493356,Terasort,ROSE
1.0634729408999999,Terasort,ROSE
1.0506087738,Terasort,ROSE
1.0517544792,Terasort,ROSE
1.0982680488,Terasort,ROSE
1.0362835593000002,Terasort,ROSE
1.0695374451000002,Terasort,ROSE
1.0469180214,Terasort,ROSE
1.0427435739,Terasort,ROSE
1.0619868933,Terasort,ROSE
1.0850069367,Terasort,ROSE
1.0541381904,Terasort,ROSE
1.0730753658,Terasort,ROSE
1.0761743501999999,Terasort,ROSE
1.0741007331,Terasort,ROSE
1.0871196534,Terasort,ROSE
1.0878230403,Terasort,ROSE
1.0602902511,Terasort,ROSE
1.0632306447,Terasort,ROSE
1.0878285627,Terasort,ROSE
1.0691212905,Terasort,ROSE
1.0453881924,Terasort,ROSE
1.0862242137,Terasort,ROSE
1.0516672385999999,Terasort,ROSE
1.0940677731000001,Terasort,ROSE
1.0602639054,Terasort,ROSE
1.0826646102,Terasort,ROSE
1.0836276507,Terasort,ROSE
1.0682182035,Terasort,ROSE
1.0858248576,Terasort,ROSE
1.0630095732,Terasort,ROSE
1.0601171595,Terasort,ROSE
1.0657173645000002,Terasort,ROSE
1.0445134653,Terasort,ROSE
1.0773292068,Terasort,ROSE
1.0658124423,Terasort,ROSE
1.0420289811,Terasort,ROSE
1.0776744117000001,Terasort,ROSE
1.038261177,Terasort,ROSE
1.0929682188,Terasort,ROSE
1.0542430341000002,Terasort,ROSE
1.0861750782,Terasort,ROSE
1.0516652901,Terasort,ROSE
1.0449676638,Terasort,ROSE
1.0513296666,Terasort,ROSE
1.0945381239,Terasort,ROSE
1.0964139867,Terasort,ROSE
1.0522165446,Terasort,ROSE
1.0763492166,Terasort,ROSE
1.0624866381,Terasort,ROSE
1.0531282653,Terasort,ROSE
1.0917160038000002,Terasort,ROSE
1.0695439233000001,Terasort,ROSE
1.0816098561,Terasort,ROSE
1.0466810361,Terasort,ROSE
1.0771126866,Terasort,ROSE
1.075853196,Terasort,ROSE
1.0537228484999999,Terasort,ROSE
1.0832122989,Terasort,ROSE
1.081382436,Terasort,ROSE
1.0767268674,Terasort,ROSE
1.0873325961,Terasort,ROSE
1.0623245994,Terasort,ROSE
1.0887062067,Terasort,ROSE
1.1015919585,Terasort,ROSE
1.0773540414,Terasort,ROSE
1.0381780692,Terasort,ROSE
1.0620435096,Terasort,ROSE
1.0914119451000002,Terasort,ROSE
1.0848249369,Terasort,ROSE
1.0780685531999998,Terasort,ROSE
1.0987354008,Terasort,ROSE
1.0674956133,Terasort,ROSE
1.0615367466,Terasort,ROSE
1.0848684861000002,Terasort,ROSE
1.042678899,Terasort,ROSE
1.0681317765,Terasort,ROSE
1.0629154485,Terasort,ROSE
1.0622996154,Terasort,ROSE
1.0762697583,Terasort,ROSE
1.0483924706999999,Terasort,ROSE
1.0696842981,Terasort,ROSE
1.0933727535,Terasort,ROSE
1.0764708399,Terasort,ROSE
1.0673318313,Terasort,ROSE
1.0942593461999999,Terasort,ROSE
1.0871247348000002,Terasort,ROSE
1.0899434034,Terasort,ROSE
1.0856189727,Terasort,ROSE
1.0894455054,Terasort,ROSE
1.1251107765000001,Terasort,ROSE
1.0961145252,Terasort,ROSE
1.3966693188423278,Kmeans,COLTER
1.3273153636104758,Kmeans,COLTER
1.3771676666847683,Kmeans,COLTER
1.31587700981665,Kmeans,COLTER
1.491794047339328,Kmeans,COLTER
1.6157312420407715,Kmeans,COLTER
1.5404196425182421,Kmeans,COLTER
1.6107991717137589,Kmeans,COLTER
1.5790401689792675,Kmeans,COLTER
1.5474852495411147,Kmeans,COLTER
1.5549481716362439,Kmeans,COLTER
1.572400799611343,Kmeans,COLTER
1.5174739558543666,Kmeans,COLTER
1.5895755267761364,Kmeans,COLTER
1.5159266983233057,Kmeans,COLTER
1.5461445648175496,Kmeans,COLTER
1.599950699275528,Kmeans,COLTER
1.5311525144339122,Kmeans,COLTER
1.58732734817568,Kmeans,COLTER
1.6087482688987829,Kmeans,COLTER
1.4872157235861256,Kmeans,COLTER
1.4988393193705174,Kmeans,COLTER
1.5401315580002324,Kmeans,COLTER
1.5586281066515648,Kmeans,COLTER
1.5264401887123498,Kmeans,COLTER
1.5875042223549185,Kmeans,COLTER
1.5502748084699636,Kmeans,COLTER
1.5271217329981626,Kmeans,COLTER
1.5592919795143048,Kmeans,COLTER
1.591126384347686,Kmeans,COLTER
1.563674072352254,Kmeans,COLTER
1.5793871645845927,Kmeans,COLTER
1.5784380472710136,Kmeans,COLTER
1.5771232737792593,Kmeans,COLTER
1.5077944094544296,Kmeans,COLTER
1.552007638678479,Kmeans,COLTER
1.5206187867988636,Kmeans,COLTER
1.5744739485261552,Kmeans,COLTER
1.5222339597317582,Kmeans,COLTER
1.5333492996024196,Kmeans,COLTER
1.581776032031129,Kmeans,COLTER
1.552719349003668,Kmeans,COLTER
1.552455719832825,Kmeans,COLTER
1.5257837437157113,Kmeans,COLTER
1.507236968158662,Kmeans,COLTER
1.4981361581033432,Kmeans,COLTER
1.5695456270607189,Kmeans,COLTER
1.5590246450269756,Kmeans,COLTER
1.5684743365884661,Kmeans,COLTER
1.5317698733434484,Kmeans,COLTER
1.5143438504574924,Kmeans,COLTER
1.615752485858717,Kmeans,COLTER
1.501193909027398,Kmeans,COLTER
1.5652672387373503,Kmeans,COLTER
1.5154177085024774,Kmeans,COLTER
1.579416243197393,Kmeans,COLTER
1.5739569160222486,Kmeans,COLTER
1.5410860304212672,Kmeans,COLTER
1.5494003637398932,Kmeans,COLTER
1.5466058883459253,Kmeans,COLTER
1.581159721316249,Kmeans,COLTER
1.5955509828456507,Kmeans,COLTER
1.5775197318543952,Kmeans,COLTER
1.5427113310239908,Kmeans,COLTER
1.5867850457087274,Kmeans,COLTER
1.564403562038432,Kmeans,COLTER
1.5107087745846486,Kmeans,COLTER
1.607366057872845,Kmeans,COLTER
1.5292876808417266,Kmeans,COLTER
1.566433212229567,Kmeans,COLTER
1.5517107910893955,Kmeans,COLTER
1.5487067188323218,Kmeans,COLTER
1.565125118970585,Kmeans,COLTER
1.5693358522386411,Kmeans,COLTER
1.5539879144386797,Kmeans,COLTER
1.54075735564261,Kmeans,COLTER
1.5118192528526198,Kmeans,COLTER
1.5269073718866237,Kmeans,COLTER
1.5639139035693101,Kmeans,COLTER
1.558206261697071,Kmeans,COLTER
1.564235748989188,Kmeans,COLTER
1.5902040924257441,Kmeans,COLTER
1.5860346997409915,Kmeans,COLTER
1.625571049750117,Kmeans,COLTER
1.5049856731397668,Kmeans,COLTER
1.5095067005900447,Kmeans,COLTER
1.5279691208079862,Kmeans,COLTER
1.5759796527721697,Kmeans,COLTER
1.6109785208877743,Kmeans,COLTER
1.4893920058244439,Kmeans,COLTER
1.5323755992807133,Kmeans,COLTER
1.6108093199519877,Kmeans,COLTER
1.598162986264811,Kmeans,COLTER
1.5547934551885634,Kmeans,COLTER
1.5860487788976743,Kmeans,COLTER
1.5998602177281935,Kmeans,COLTER
1.5985469569019257,Kmeans,COLTER
1.5969735726405403,Kmeans,COLTER
1.6389279690609235,Kmeans,COLTER
1.5543542515421875,Kmeans,COLTER
1.2228205468520073,PageRank,COLTER
1.160311313457711,PageRank,COLTER
1.1782120554795326,PageRank,COLTER
1.2631820223178556,PageRank,COLTER
1.1867313024399269,PageRank,COLTER
1.2870175585702084,PageRank,COLTER
1.317773420703312,PageRank,COLTER
1.3017749361104356,PageRank,COLTER
1.3237203545908733,PageRank,COLTER
1.296762195816083,PageRank,COLTER
1.2922078605149614,PageRank,COLTER
1.2842072917889202,PageRank,COLTER
1.3201938657378842,PageRank,COLTER
1.3225896472652476,PageRank,COLTER
1.3125204624038027,PageRank,COLTER
1.2995108511411846,PageRank,COLTER
1.3277885852760343,PageRank,COLTER
1.3468298478881693,PageRank,COLTER
1.284831246685779,PageRank,COLTER
1.317426887627454,PageRank,COLTER
1.325758750070462,PageRank,COLTER
1.3151267744664141,PageRank,COLTER
1.3112264974423908,PageRank,COLTER
1.2808526457550193,PageRank,COLTER
1.292326074449964,PageRank,COLTER
1.2988360882432408,PageRank,COLTER
1.3341808439533023,PageRank,COLTER
1.2741705003093926,PageRank,COLTER
1.2732487455532207,PageRank,COLTER
1.3000813929904924,PageRank,COLTER
1.30959959313162,PageRank,COLTER
1.3163845908139074,PageRank,COLTER
1.341225906509614,PageRank,COLTER
1.2712566160659842,PageRank,COLTER
1.3002442712706155,PageRank,COLTER
1.3067744860442858,PageRank,COLTER
1.3372375545965847,PageRank,COLTER
1.2839211327011428,PageRank,COLTER
1.276537647529862,PageRank,COLTER
1.3473999995993853,PageRank,COLTER
1.305676930174294,PageRank,COLTER
1.2998177492845957,PageRank,COLTER
1.3267848479856312,PageRank,COLTER
1.2706403403308628,PageRank,COLTER
1.3187361062417213,PageRank,COLTER
1.300262481060036,PageRank,COLTER
1.3247403599723047,PageRank,COLTER
1.2931046513521285,PageRank,COLTER
1.2924869172021927,PageRank,COLTER
1.2964811733114605,PageRank,COLTER
1.2844876118166908,PageRank,COLTER
1.3158060692049418,PageRank,COLTER
1.3105704293586298,PageRank,COLTER
1.30724325951673,PageRank,COLTER
1.3470915966052548,PageRank,COLTER
1.326367539925978,PageRank,COLTER
1.3438052504483666,PageRank,COLTER
1.3498271175938306,PageRank,COLTER
1.3075347258125198,PageRank,COLTER
1.2797356786831715,PageRank,COLTER
1.3183876563600603,PageRank,COLTER
1.2826909276872969,PageRank,COLTER
1.3342024805786818,PageRank,COLTER
1.3434312785154248,PageRank,COLTER
1.2910600777766998,PageRank,COLTER
1.2711452769904894,PageRank,COLTER
1.320102780438275,PageRank,COLTER
1.2877492869303042,PageRank,COLTER
1.2992227623253205,PageRank,COLTER
1.3144546705428821,PageRank,COLTER
1.2993754467204695,PageRank,COLTER
1.2876967050905206,PageRank,COLTER
1.2870489363849331,PageRank,COLTER
1.267040774601199,PageRank,COLTER
1.3194138418567578,PageRank,COLTER
1.288835432243391,PageRank,COLTER
1.2913002591428069,PageRank,COLTER
1.3317711976623618,PageRank,COLTER
1.271950168976793,PageRank,COLTER
1.3200306472132648,PageRank,COLTER
1.2796584228476287,PageRank,COLTER
1.301647322674869,PageRank,COLTER
1.3146047199069044,PageRank,COLTER
1.3489224657156924,PageRank,COLTER
1.3224895571468662,PageRank,COLTER
1.3047435977111834,PageRank,COLTER
1.2929344368370075,PageRank,COLTER
1.320143182797071,PageRank,COLTER
1.3308563740607635,PageRank,COLTER
1.3520778879951483,PageRank,COLTER
1.2920626365630123,PageRank,COLTER
1.2996394088923218,PageRank,COLTER
1.2869357460064887,PageRank,COLTER
1.3231140738290856,PageRank,COLTER
1.3130512898611437,PageRank,COLTER
1.280309463919162,PageRank,COLTER
1.2685915525205889,PageRank,COLTER
1.4055713846754647,PageRank,COLTER
1.3961899249748824,PageRank,COLTER
1.4082732622071237,PageRank,COLTER
1.1235598974638195,Terasort,COLTER
1.093212459495253,Terasort,COLTER
1.1229217944609169,Terasort,COLTER
1.1487047461794935,Terasort,COLTER
1.137203421803639,Terasort,COLTER
1.198646342069091,Terasort,COLTER
1.2133036974026452,Terasort,COLTER
1.206246083385891,Terasort,COLTER
1.1892509386770889,Terasort,COLTER
1.2055474391668606,Terasort,COLTER
1.2124333692759253,Terasort,COLTER
1.198906747366816,Terasort,COLTER
1.2052528081710838,Terasort,COLTER
1.1539979258561759,Terasort,COLTER
1.1598724985034041,Terasort,COLTER
1.179075520342831,Terasort,COLTER
1.1573871478016013,Terasort,COLTER
1.1851852075721419,Terasort,COLTER
1.1932092072089293,Terasort,COLTER
1.2085985815160423,Terasort,COLTER
1.1459836500992457,Terasort,COLTER
1.2023992345319343,Terasort,COLTER
1.2016173531667798,Terasort,COLTER
1.2186505454269787,Terasort,COLTER
1.1830729484931695,Terasort,COLTER
1.2022907513290855,Terasort,COLTER
1.2009586943815755,Terasort,COLTER
1.2031166784284606,Terasort,COLTER
1.2062615437297535,Terasort,COLTER
1.1838986652428276,Terasort,COLTER
1.2051511584762558,Terasort,COLTER
1.173283806028249,Terasort,COLTER
1.1658001881828681,Terasort,COLTER
1.2066556864643443,Terasort,COLTER
1.2040410472556229,Terasort,COLTER
1.2093054089809598,Terasort,COLTER
1.1840355337182165,Terasort,COLTER
1.1866045722951373,Terasort,COLTER
1.2200619978186222,Terasort,COLTER
1.1833468625327912,Terasort,COLTER
1.2267906973538347,Terasort,COLTER
1.1587859573982435,Terasort,COLTER
1.20241138005744,Terasort,COLTER
1.2230963405365562,Terasort,COLTER
1.2275313520734332,Terasort,COLTER
1.2141474879712,Terasort,COLTER
1.181935701912548,Terasort,COLTER
1.2093014258790329,Terasort,COLTER
1.1926573918689216,Terasort,COLTER
1.1999536950402925,Terasort,COLTER
1.1671405265138937,Terasort,COLTER
1.1753680091073058,Terasort,COLTER
1.2420501955719114,Terasort,COLTER
1.2239325496360431,Terasort,COLTER
1.2343227967245982,Terasort,COLTER
1.2077815909231113,Terasort,COLTER
1.1785794067926687,Terasort,COLTER
1.1885770874319495,Terasort,COLTER
1.2070798430916263,Terasort,COLTER
1.2078714555335073,Terasort,COLTER
1.189231174218058,Terasort,COLTER
1.2463101403570045,Terasort,COLTER
1.1620786130697958,Terasort,COLTER
1.2375824537437876,Terasort,COLTER
1.1635079216165654,Terasort,COLTER
1.1836771693322081,Terasort,COLTER
1.1881899894094703,Terasort,COLTER
1.1767850066675543,Terasort,COLTER
1.182393759888647,Terasort,COLTER
1.2106682119388692,Terasort,COLTER
1.1934685778225493,Terasort,COLTER
1.184935770815496,Terasort,COLTER
1.193440494103085,Terasort,COLTER
1.2298419547097947,Terasort,COLTER
1.2096579814510566,Terasort,COLTER
1.1720329081023255,Terasort,COLTER
1.1868857125469205,Terasort,COLTER
1.200981028033058,Terasort,COLTER
1.1902019840918263,Terasort,COLTER
1.2144736419587823,Terasort,COLTER
1.17568484502425,Terasort,COLTER
1.1928765588546033,Terasort,COLTER
1.2120106463810136,Terasort,COLTER
1.2186996822531737,Terasort,COLTER
1.2372398597188525,Terasort,COLTER
1.1652861854259118,Terasort,COLTER
1.199558561754001,Terasort,COLTER
1.1566170693052933,Terasort,COLTER
1.2282404644163791,Terasort,COLTER
1.1413773168034371,Terasort,COLTER
1.1480504999081131,Terasort,COLTER
1.2016752939014912,Terasort,COLTER
1.2065142940442142,Terasort,COLTER
1.1870595654782297,Terasort,COLTER
1.2140786862076052,Terasort,COLTER
1.2114233613225227,Terasort,COLTER
1.2013832908176119,Terasort,COLTER
1.2541668111448878,Terasort,COLTER
1.264750758225861,Terasort,COLTER
1.2126511076330628,Terasort,COLTER
1.5758022509217129,Kmeans,DRL-Sched
1.4672117524461248,Kmeans,DRL-Sched
1.485932773506797,Kmeans,DRL-Sched
1.4291291689510794,Kmeans,DRL-Sched
1.6583072038460605,Kmeans,DRL-Sched
1.7860676100290986,Kmeans,DRL-Sched
1.556379231394156,Kmeans,DRL-Sched
1.8014547711611144,Kmeans,DRL-Sched
1.6956846815640507,Kmeans,DRL-Sched
1.7350462414577423,Kmeans,DRL-Sched
1.6839500291417984,Kmeans,DRL-Sched
1.593630516285834,Kmeans,DRL-Sched
1.529682159686742,Kmeans,DRL-Sched
1.7238144241347046,Kmeans,DRL-Sched
1.6941147896279043,Kmeans,DRL-Sched
1.5277819165702,Kmeans,DRL-Sched
1.6730233622944477,Kmeans,DRL-Sched
1.7086969749828138,Kmeans,DRL-Sched
1.6581875672890174,Kmeans,DRL-Sched
1.853891678694005,Kmeans,DRL-Sched
1.6308691803087751,Kmeans,DRL-Sched
1.6847619362897626,Kmeans,DRL-Sched
1.584484916096293,Kmeans,DRL-Sched
1.7996127123709846,Kmeans,DRL-Sched
1.6815944004883552,Kmeans,DRL-Sched
1.719442613014348,Kmeans,DRL-Sched
1.7102883487542393,Kmeans,DRL-Sched
1.6481821281935258,Kmeans,DRL-Sched
1.7687944125102661,Kmeans,DRL-Sched
1.6876998597719064,Kmeans,DRL-Sched
1.6464455270985436,Kmeans,DRL-Sched
1.6689763564704225,Kmeans,DRL-Sched
1.7005582038696925,Kmeans,DRL-Sched
1.68684690714481,Kmeans,DRL-Sched
1.4673194940228962,Kmeans,DRL-Sched
1.7403963779102656,Kmeans,DRL-Sched
1.5487370021627926,Kmeans,DRL-Sched
1.6397008402149962,Kmeans,DRL-Sched
1.595118230890883,Kmeans,DRL-Sched
1.6932405249184967,Kmeans,DRL-Sched
1.5180303708671614,Kmeans,DRL-Sched
1.5459258571491423,Kmeans,DRL-Sched
1.8413141444680792,Kmeans,DRL-Sched
1.7267953706662658,Kmeans,DRL-Sched
1.7366437998976842,Kmeans,DRL-Sched
1.5757547054727536,Kmeans,DRL-Sched
1.7693644505292259,Kmeans,DRL-Sched
1.6445353272205578,Kmeans,DRL-Sched
1.6359208292009155,Kmeans,DRL-Sched
1.491522135923404,Kmeans,DRL-Sched
1.6065744735641405,Kmeans,DRL-Sched
1.6989163785017833,Kmeans,DRL-Sched
1.431124826948659,Kmeans,DRL-Sched
1.591250637408393,Kmeans,DRL-Sched
1.5913009364181616,Kmeans,DRL-Sched
1.590455518906643,Kmeans,DRL-Sched
1.7353164041837505,Kmeans,DRL-Sched
1.6158143594863128,Kmeans,DRL-Sched
1.6737130782582865,Kmeans,DRL-Sched
1.7389991958254072,Kmeans,DRL-Sched
1.7131262585989029,Kmeans,DRL-Sched
1.5893529701350766,Kmeans,DRL-Sched
1.734348732591368,Kmeans,DRL-Sched
1.5977445918584223,Kmeans,DRL-Sched
1.5577466571833998,Kmeans,DRL-Sched
1.6491972774290131,Kmeans,DRL-Sched
1.6436357218321833,Kmeans,DRL-Sched
1.7440788304313461,Kmeans,DRL-Sched
1.5033592345461073,Kmeans,DRL-Sched
1.6696048712483955,Kmeans,DRL-Sched
1.7306857656548658,Kmeans,DRL-Sched
1.5968541604266946,Kmeans,DRL-Sched
1.667628482090986,Kmeans,DRL-Sched
1.6767574446626121,Kmeans,DRL-Sched
1.6687079437174948,Kmeans,DRL-Sched
1.7277380239883195,Kmeans,DRL-Sched
1.6209387172737002,Kmeans,DRL-Sched
1.5272518774790536,Kmeans,DRL-Sched
1.5829010879344285,Kmeans,DRL-Sched
1.6779570420793244,Kmeans,DRL-Sched
1.5086279695287819,Kmeans,DRL-Sched
1.6939659289320947,Kmeans,DRL-Sched
1.6963805618508327,Kmeans,DRL-Sched
1.772059333471159,Kmeans,DRL-Sched
1.5721652320501776,Kmeans,DRL-Sched
1.6132339586127984,Kmeans,DRL-Sched
1.5705532001283182,Kmeans,DRL-Sched
1.6162939905000924,Kmeans,DRL-Sched
1.79301365233786,Kmeans,DRL-Sched
1.5433164293643884,Kmeans,DRL-Sched
1.6583105901913793,Kmeans,DRL-Sched
1.8066683325201922,Kmeans,DRL-Sched
1.8345838593604968,Kmeans,DRL-Sched
1.770106614097877,Kmeans,DRL-Sched
1.6396290774287074,Kmeans,DRL-Sched
1.5807653854715031,Kmeans,DRL-Sched
1.6779240522568935,Kmeans,DRL-Sched
1.6623394061992312,Kmeans,DRL-Sched
1.7390489142082415,Kmeans,DRL-Sched
1.6338239847988523,Kmeans,DRL-Sched
1.1809720726451978,PageRank,DRL-Sched
1.0442801821119398,PageRank,DRL-Sched
1.159715887125704,PageRank,DRL-Sched
1.3225537771238884,PageRank,DRL-Sched
1.2378638513116569,PageRank,DRL-Sched
1.2811824260729396,PageRank,DRL-Sched
1.3177484289627561,PageRank,DRL-Sched
1.2234865871911846,PageRank,DRL-Sched
1.2609215012884922,PageRank,DRL-Sched
1.3760496576400802,PageRank,DRL-Sched
1.2721000099885147,PageRank,DRL-Sched
1.3143133581668054,PageRank,DRL-Sched
1.287717946659535,PageRank,DRL-Sched
1.315248903933873,PageRank,DRL-Sched
1.3169235658158962,PageRank,DRL-Sched
1.2971350952051028,PageRank,DRL-Sched
1.2332798889672911,PageRank,DRL-Sched
1.2956247368446545,PageRank,DRL-Sched
1.360588305230242,PageRank,DRL-Sched
1.2786542554470737,PageRank,DRL-Sched
1.3534020351669842,PageRank,DRL-Sched
1.271478414974265,PageRank,DRL-Sched
1.209508501910482,PageRank,DRL-Sched
1.2017315724522848,PageRank,DRL-Sched
1.176404725550577,PageRank,DRL-Sched
1.1689524794189168,PageRank,DRL-Sched
